"scientificName","n","dataFrom"
"Melissodes ablusus Cockerell, 1926",15,"points"
"Melissodes agilis Cresson, 1878",4788,"points"
"Melissodes apicatus Lovell and Cockerell, 1906",165,"points"
"Melissodes appressus LaBerge, 1961",99,"points"
"Melissodes baileyi Cockerell, 1906",7,"points"
"Melissodes bicoloratus LaBerge, 1961",149,"points"
"Melissodes bidentis Cockerell, 1914",60,"points"
"Melissodes bimaculatus (Lepeletier, 1825)",12518,"points"
"Melissodes bimatris LaBerge, 1961",789,"points"
"Melissodes blandus LaBerge, 1956",8,"points"
"Melissodes boltoniae Robertson, 1905",348,"points"
"Melissodes brevipyga LaBerge, 1961",94,"points"
"Melissodes bruneri (Cockerell, 1918)",105,"points"
"Melissodes cerussatus LaBerge, 1961",3,"points"
"Melissodes cestus Krombein, 1953",11,"points"
"Melissodes clarkiae LaBerge, 1961",21,"points"
"Melissodes colliciatus Cockerell, 1910",145,"points"
"Melissodes coloradensis Cresson, 1878",153,"points"
"Melissodes comatus LaBerge, 1961",2,"points"
"Melissodes communis Cresson, 1878",3892,"points"
"Melissodes compositus Tucker, 1909",165,"points"
"Melissodes comptoides Robertson, 1898",1965,"points"
"Melissodes confusus Cresson, 1878",1981,"points"
"Melissodes coreopsis Robertson, 1905",2669,"points"
"Melissodes crocinus LaBerge, 1961",2,"points"
"Melissodes cubensis LaBerge, 1956",12,"points"
"Melissodes dagosus Cockerell, 1909",1210,"points"
"Melissodes denticulatus Smith, 1854",1499,"points"
"Melissodes dentiventris Smith, 1854",569,"points"
"Melissodes desponsus Smith, 1854",3055,"points"
"Melissodes druriellus (Kirby, 1802)",2923,"points"
"Melissodes ecuadorius Bertoni and Schrottky, 1910",233,"points"
"Melissodes elegans LaBerge, 1961",76,"points"
"Melissodes exilis LaBerge, 1961",2,"points"
"Melissodes expolitus LaBerge, 1961",16,"points"
"Melissodes fasciatellus LaBerge, 1961",102,"points"
"Melissodes fimbriatus Cresson, 1878",130,"points"
"Melissodes flexus LaBerge, 1956",5,"points"
"Melissodes floris Cockerell, 1896",29,"points"
"Melissodes foxi Crawford, 1915",10,"points"
"Melissodes fumosus LaBerge, 1961",63,"points"
"Melissodes gelidus LaBerge, 1961",53,"points"
"Melissodes gilensis Cockerell, 1896",666,"points"
"Melissodes glenwoodensis Cockerell, 1905",602,"points"
"Melissodes grindeliae Cockerell, 1898",632,"points"
"Melissodes haitiensis LaBerge, 1961",2,"points"
"Melissodes humilior Cockerell, 1903",72,"points"
"Melissodes hurdi LaBerge, 1961",32,"points"
"Melissodes hymenoxidis Cockerell, 1906",104,"points"
"Melissodes illatus Lovell and Cockerell, 1906",518,"points"
"Melissodes interruptus LaBerge, 1961",80,"points"
"Melissodes intortus Cresson, 1872",79,"points"
"Melissodes labiatarum Cockerell, 1896",14,"points"
"Melissodes leprieuri (Blanchard, 1846)",45,"points"
"Melissodes limbus LaBerge, 1961",437,"points"
"Melissodes lupinus Cresson, 1878",2269,"points"
"Melissodes lustrus LaBerge, 1961",164,"points"
"Melissodes lutulentus LaBerge, 1961",310,"points"
"Melissodes maestus LaBerge, 1956",6,"points"
"Melissodes manipularis Smith, 1854",9,"points"
"Melissodes martinicensis Cockerell, 1917",1,"points"
"Melissodes melanurus (Cockerell, 1916)",41,"points"
"Melissodes menuachus Cresson, 1868",296,"points"
"Melissodes metenua Cockerell, 1924",144,"points"
"Melissodes micheneri LaBerge, 1961",32,"points"
"Melissodes microstictus Cockerell, 1905",13317,"points"
"Melissodes mimicus Cresson, 1869",2,"points"
"Melissodes minusculus LaBerge, 1961",39,"points"
"Melissodes mitchelli LaBerge, 1956",7,"points"
"Melissodes monoensis LaBerge, 1961",16,"points"
"Melissodes montanus Cresson, 1878",558,"points"
"Melissodes moorei Cockerell, 1926",23,"points"
"Melissodes morrilli Cockerell, 1918",1575,"points"
"Melissodes negligendus Cockerell, 1949",9,"points"
"Melissodes nigracauda LaBerge, 1961",42,"points"
"Melissodes nigroaeneus (Smith, 1854)",399,"points"
"Melissodes niveus Robertson, 1895",223,"points"
"Melissodes ochraea LaBerge, 1961",29,"points"
"Melissodes opuntiellus Cockerell, 1911",196,"points"
"Melissodes pallidisignatus Cockerell, 1905",603,"points"
"Melissodes panamensis Cockerell, 1928",82,"points"
"Melissodes paroselae Cockerell, 1905",10541,"points"
"Melissodes paucipuncta LaBerge, 1961",10,"points"
"Melissodes paululus LaBerge, 1961",117,"points"
"Melissodes perlusus Cockerell, 1925",117,"points"
"Melissodes perpolitus LaBerge, 1961",109,"points"
"Melissodes persimilis Cockerell, 1949",192,"points"
"Melissodes personatellus Cockerell, 1901",25,"points"
"Melissodes pexa LaBerge, 1961",7,"points"
"Melissodes pilleatus LaBerge, 1961",15,"points"
"Melissodes plumosus LaBerge, 1961",67,"points"
"Melissodes pullatellus LaBerge, 1961",4,"points"
"Melissodes pullatus Cresson, 1865",56,"points"
"Melissodes raphaelis Cockerell, 1896",72,"points"
"Melissodes relucens LaBerge, 1961",9,"points"
"Melissodes rivalis Cresson, 1872",738,"points"
"Melissodes robustior Cockerell, 1915",368,"points"
"Melissodes rufipes LaBerge, 1961",160,"points"
"Melissodes rufodentatus Smith, 1854",55,"points"
"Melissodes saponellus Cockerell, 1908",113,"points"
"Melissodes semilupinus Cockerell, 1905",333,"points"
"Melissodes sexcinctus (Lepeletier, 1841)",161,"points"
"Melissodes snowii Cresson, 1878",119,"points"
"Melissodes sonorensis LaBerge, 1963",5,"points"
"Melissodes sphaeralceae Cockerell, 1896",53,"points"
"Melissodes stearnsi Cockerell, 1905",448,"points"
"Melissodes subagilis Cockerell, 1905",836,"points"
"Melissodes subillatus LaBerge, 1961",485,"points"
"Melissodes submenuacha Cockerell, 1897",138,"points"
"Melissodes tepaneca Cresson, 1878",4565,"points"
"Melissodes tepidus Cresson, 1878",899,"points"
"Melissodes terminatus LaBerge, 1961",1,"points"
"Melissodes tescorum LaBerge, 1963",4,"points"
"Melissodes tessellatus LaBerge, 1956",296,"points"
"Melissodes thelypodii Cockerell, 1905",1259,"points"
"Melissodes tibialis (Fabricius, 1804)",2,"points"
"Melissodes tinctus LaBerge, 1961",52,"points"
"Melissodes tintinnans (Holmberg, 1884)",1574,"points"
"Melissodes tribas LaBerge, 1961",6,"points"
"Melissodes trifasciatus Cresson, 1878",72,"points"
"Melissodes trinodis Robertson, 1901",2095,"points"
"Melissodes tristis Cockerell, 1894",9821,"points"
"Melissodes tuckeri Cockerell, 1909",41,"points"
"Melissodes utahensis LaBerge, 1961",270,"points"
"Melissodes velutinus (Cockerell, 1916)",85,"points"
"Melissodes verbesinarum Cockerell, 1905",733,"points"
"Melissodes vernalis LaBerge, 1961",158,"points"
"Melissodes vernoniae Robertson, 1902",718,"points"
"Melissodes wheeleri Cockerell, 1906",208,"points"
"Melissoptila argentina Brèthes, 1910",1,"points"
"Melissoptila aurea Urban, 1998",5,"points"
"Melissoptila aureocincta Urban, 1968",61,"points"
"Melissoptila bonaerensis Holmberg, 1903",91,"points"
"Melissoptila carinata Urban, 1998",23,"points"
"Melissoptila chilena Urban, 1998",114,"points"
"Melissoptila claudii Urban, 1988",1,"points"
"Melissoptila cnecomala (Moure, 1944)",13,"points"
"Melissoptila dama (Vachal, 1904)",115,"points"
"Melissoptila desiderata (Holmberg, 1903)",130,"points"
"Melissoptila ecuatoriana Urban, 1998",17,"points"
"Melissoptila fiebrigi Brèthes, 1909",9,"points"
"Melissoptila inducens Brèthes, 1910",10,"points"
"Melissoptila larocai Urban, 1998",29,"points"
"Melissoptila micheneri Genaro, 2001",3,"points"
"Melissoptila minarum (Bertoni and Schrottky, 1910)",65,"points"
"Melissoptila otomita (Cresson, 1878)",382,"points"
"Melissoptila pacifica (Cockerell, 1914)",21,"points"
"Melissoptila paraguayensis (Brèthes, 1909)",20,"points"
"Melissoptila pubescens (Smith, 1879)",8,"points"
"Melissoptila richardiae Bertoni and Schrottky, 1910",11,"points"
"Melissoptila setigera Urban, 1998",26,"points"
"Melissoptila sexcincta Urban, 1998",1,"points"
"Melissoptila tandilensis Holmberg, 1884",281,"points"
"Melissoptila thoracica (Smith, 1854)",61,"points"
"Melissoptila uncicornis (Ducke, 1910)",5,"points"
"Melissoptila vulpecula Bertoni and Schrottky, 1910",12,"points"
"Melitoma ameghinoi (Holmberg, 1903)",6,"points"
"Melitoma bifax Vachal, 1909",2,"points"
"Melitoma danunciae F. F. Oliveira and Engel, 2015",11,"points"
"Melitoma grisella (Cockerell and Porter, 1899)",124,"points"
"Melitoma ipomoearum Ducke, 1912",1,"points"
"Melitoma marginella (Cresson, 1872)",659,"points"
"Melitoma nudicauda Cockerell, 1949",69,"points"
"Melitoma nudipes (Burmeister, 1876)",29,"points"
"Melitoma segmentaria (Fabricius, 1804)",989,"points"
"Melitoma taurea (Say, 1837)",881,"points"
"Melitoma torquata Roig-Alsina, 2009",1,"points"
"Melitomella grisescens (Ducke, 1907)",55,"points"
"Melitomella murihirta (Cockerell, 1912)",31,"points"
"Melitomella schwarzi (Michener, 1954)",180,"points"
"Melitta aegyptiaca (Radoszkowski, 1891)",39,"points"
"Melitta albida Cockerell, 1935",19,"points"
"Melitta americana (Smith, 1853)",238,"points"
"Melitta arrogans (Smith, 1879)",181,"points"
"Melitta avontuurensis Michez and Kuhlmann, 2014",2,"points"
"Melitta barbarae Eardley, 2006",13,"points"
"Melitta bicollaris Warncke, 1973",4,"points"
"Melitta budashkini Radchenko and Ivanov, 2012",2,"points"
"Melitta budensis (Mocsáry, 1878)",6,"points"
"Melitta californica Viereck, 1909",73,"points"
"Melitta cameroni (Cockerell, 1910)",5,"points"
"Melitta danae Eardley, 2006",31,"points"
"Melitta dimidiata Morawitz, 1876",342,"points"
"Melitta eickworti Snelling and Stage, 1995",54,"points"
"Melitta engeli Michez, 2012",1,"points"
"Melitta ezoana Yasumatsu and Hirashima, 1956",33,"points"
"Melitta guichardi Michez, 2007",1,"points"
"Melitta haemorrhoidalis (Fabricius, 1775)",6629,"points"
"Melitta harrietae (Bingham, 1897)",6,"points"
"Melitta hispanica Friese, 1900",2,"points"
"Melitta iberica Warncke, 1973",2,"points"
"Melitta japonica Yasumatsu and Hirashima, 1956",12,"points"
"Melitta kastiliensis Warncke, 1973",4,"points"
"Melitta katherinae Eardley, 2006",6,"points"
"Melitta latronis Cockerell, 1924",1,"points"
"Melitta leporina (Panzer, 1799)",5283,"points"
"Melitta magnifica Michez, 2012",1,"points"
"Melitta maura (Pérez, 1895)",17,"points"
"Melitta melanura (Nylander, 1852)",11,"points"
"Melitta melittoides (Viereck, 1909)",241,"points"
"Melitta murciana Warncke, 1973",3,"points"
"Melitta nigricans Alfken, 1905",4459,"points"
"Melitta piersbakeri Engel, 2005",1,"points"
"Melitta rasmonti Michez, 2007",2,"points"
"Melitta richtersveldensis Michez and Kuhlmann, 2014",1,"points"
"Melitta schmiedeknechtii Friese, 1898",16,"points"
"Melitta schultzei Friese, 1909",17,"points"
"Melitta seitzi Alfken, 1927",8,"points"
"Melitta sibirica (Morawitz, 1888)",30,"points"
"Melitta tomentosa Friese, 1900",2,"points"
"Melitta tricincta Kirby, 1802",1443,"points"
"Melitta udmurtica Sitdikov, 1986",2,"points"
"Melitta whiteheadi Eardley, 2006",4,"points"
"Melittosmithia carinata (Smith, 1862)",8,"points"
"Melittosmithia froggattiana (Cockerell, 1905)",1,"points"
"Melittosmithia subtilis Cockerell, 1926",14,"points"
"Melitturga albescens Pérez, 1895",2,"points"
"Melitturga barbarae Eardley, 1991",17,"points"
"Melitturga capensis Brauns, 1912",10,"points"
"Melitturga caucasica Morawitz, 1877",1,"points"
"Melitturga caudata Pérez, 1879",30,"points"
"Melitturga clavicornis (Latreille, 1807)",720,"points"
"Melitturga krausi Schwarz, 2003",1,"points"
"Melitturga mongolica Alfken, 1936",27,"points"
"Melitturga oraniensis Lepeletier, 1841",6,"points"
"Melitturga penrithorum Eardley, 1991",157,"points"
"Melitturga pictipes Morawitz, 1891",10,"points"
"Melitturga praestans Giraud, 1861",44,"points"
"Melitturga spinosa Morawitz, 1891",1,"points"
"Melitturga syriaca Friese, 1899",3,"points"
"Melitturga taurica Friese, 1922",43,"points"
"Meliturgula braunsi Friese, 1903",126,"points"
"Meliturgula denesia Patiny, 1999",1,"points"
"Meliturgula flavida (Friese, 1913)",251,"points"
"Meliturgula fuliginosa (Friese, 1913)",27,"points"
"Meliturgula haematospila Cockerell, 1935",157,"points"
"Meliturgula insularis Benoist, 1962",1,"points"
"Meliturgula rozeni Eardley, 1991",42,"points"
"Meliturgula scriptifrons (Walker, 1871)",426,"points"
"Meliturgula senegaliae Patiny, 1999",1,"points"
"Meliturgula wilmattae Cockerell, 1932",2,"points"
"Meliwillea bivea Roubik, Lobo Segura and Camargo, 1997",98,"points"
"Mellitidia australis (Guérin-Méneville, 1831)",3,"points"
"Mellitidia cincta (Smith, 1859)",2,"points"
"Mellitidia dentata (Smith, 1859)",1,"points"
"Mellitidia gressitti (Michener, 1965)",5,"points"
"Mellitidia horvathi (Friese, 1909)",1,"points"
"Mellitidia tomentifera (Friese, 1909)",190,"points"
"Melostelis amazonensis Urban, 2011",1,"points"
"Mermiglossa rufa Friese, 1912",118,"points"
"Mermiglossa voicola Ascher and Engel, 2017",1,"points"
"Meroglossa canaliculata Smith, 1853",11,"points"
"Meroglossa diversipuncta (Cockerell, 1909)",20,"points"
"Meroglossa eucalypti Cockerell, 1910",82,"points"
"Meroglossa ferruginea Houston, 1975",1,"points"
"Meroglossa gemmata Houston, 1975",156,"points"
"Meroglossa impressifrons (Smith, 1853)",130,"points"
"Meroglossa itamuca (Cockerell, 1910)",177,"points"
"Meroglossa modesta Houston, 1975",56,"points"
"Meroglossa plumifera Houston, 1975",48,"points"
"Meroglossa punctata Rayment, 1935",25,"points"
"Meroglossa rubricata (Smith, 1879)",137,"points"
"Meroglossa rugosa Houston, 1975",6,"points"
"Meroglossa sculptissima Cockerell, 1910",38,"points"
"Meroglossa setifera Houston, 1975",18,"points"
"Meroglossa soror Perkins, 1912",2,"points"
"Meroglossa striaticeps (Friese, 1924)",43,"points"
"Meroglossa sulcifrons (Smith, 1853)",94,"points"
"Meroglossa torrida (Smith, 1879)",64,"points"
"Mesocheira bicolor (Fabricius, 1804)",330,"points"
"Mesonychium asteria (Smith, 1854)",44,"points"
"Mesonychium coerulescens Lepeletier and Audinet-Serville, 1825",9,"points"
"Mesonychium garleppi (Schrottky, 1910)",195,"points"
"Mesonychium jenseni (Friese, 1906)",246,"points"
"Mesonychium littoreum Moure, 1944",8,"points"
"Mesoplia azurea (Lepeletier and Audinet-Serville, 1825)",46,"points"
"Mesoplia bifrons (Fabricius, 1804)",2,"points"
"Mesoplia decorata (Smith, 1854)",5,"points"
"Mesoplia dugesi (Cockerell, 1917)",2,"points"
"Mesoplia friesei (Ducke, 1902)",2,"points"
"Mesoplia guatemalensis Cockerell, 1912",1,"points"
"Mesoplia guedesii (Ducke, 1902)",1,"points"
"Mesoplia imperatrix (Friese, 1913)",1,"points"
"Mesoplia insignis (Smith, 1879)",8,"points"
"Mesoplia pilicrus (Friese, 1902)",1,"points"
"Mesoplia regalis (Smith, 1854)",32,"points"
"Mesoplia rufipes (Perty, 1833)",69,"points"
"Mesoplia sapphirina Melo and Rocha-Filho, 2011",33,"points"
"Mesoplia simillima Schrottky, 1920",2,"points"
"Mesoxaea arizonica (Cockerell, 1936)",30,"points"
"Mesoxaea clypeata Hurd and Linsley, 1976",13,"points"
"Mesoxaea nigerrima (Friese, 1912)",66,"points"
"Mesoxaea rufescens Hurd and Linsley, 1976",284,"points"
"Mesoxaea tachytiformis (Cameron, 1901)",4,"points"
"Mesoxaea texana (Friese, 1898)",41,"points"
"Mesoxaea vagans (Fox, 1894)",44,"points"
"Metadioxys formosus (Morawitz, 1875)",2,"points"
"Metadioxys graeca (Mavromoustakis, 1963)",3,"points"
"Mexalictus arizonensis Eickwort, 1978",29,"points"
"Mexalictus astriatus Dumesh, 2013",3,"points"
"Mexalictus benyamini Dumesh, 2013",1,"points"
"Mexalictus diversus Dumesh, 2013",1,"points"
"Mexalictus eickworti Godínez-García, 1997",1,"points"
"Mexalictus genalis Dumesh, 2013",1,"points"
"Mexalictus guatemalensis Dumesh, 2013",4,"points"
"Mexalictus hansoni Dumesh, 2013",2,"points"
"Mexalictus jovelus Dumesh, 2013",5,"points"
"Mexalictus mandibularis Dumesh, 2013",2,"points"
"Mexalictus mexicanus Eickwort, 1978",31,"points"
"Mexalictus micheneri Eickwort, 1978",22,"points"
"Mexalictus punctatus Dumesh, 2013",1,"points"
"Mexalictus raavo Dumesh, 2013",1,"points"
"Mexalictus veracruzense Dumesh, 2013",1,"points"
"Mexalictus verdazulus Dumesh, 2013",42,"points"
"Micralictoides altadenae (Michener, 1937)",60,"points"
"Micralictoides chaenactidis Bohart and Griswold, 1987",13,"points"
"Micralictoides grossus Bohart and Griswold, 1987",5,"points"
"Micralictoides mojavensis Bohart, 1942",13,"points"
"Micralictoides quadriceps Bohart and Griswold, 1987",2,"points"
"Micralictoides ruficaudus (Michener, 1937)",253,"points"
"Micrommation larocai Moure, 1969",2,"points"
"Micronychapis duckei (Friese, 1908)",3,"points"
"Microsphecodes dominicanus (Stage, 1972)",2,"points"
"Microsphecodes kathleenae (Eickwort, 1972)",17,"points"
"Microsphecodes russeiclypeatus (Sakagami and Moure, 1962)",3,"points"
"Microsphecodes solitarius (Ashmead, 1900)",1,"points"
"Microsphecodes thoracicus (Ashmead, 1900)",3,"points"
"Microsphecodes trichommus Michener, 1979",58,"points"
"Microsphecodes truncaticaudus Michener, 1979",76,"points"
"Microsphecodes xaymacensis Engel, 2011",1,"points"
"Microthurge boharti Michener, 1983",12,"points"
"Microthurge corumbae (Cockerell, 1901)",74,"points"
"Microthurge friesei (Ducke, 1907)",33,"points"
"Microthurge furcatus Griswold, 1991",11,"points"
"Microthurge pygmaeus (Friese, 1908)",565,"points"
"Mirnapis inca Urban, 1998",6,"points"
"Mirnapis ohloweni Packer and Dumesh, 2012",8,"points"
"Monoeca brasiliensis Lepeletier and Audinet-Serville, 1828",13,"points"
"Monoeca catarina Aguiar, 2012",11,"points"
"Monoeca haemorrhoidalis (Smith, 1854)",5,"points"
"Monoeca lanei (Moure, 1944)",4,"points"
"Monoeca mexicana (Radoszkowski, 1884)",19,"points"
"Monoeca pluricincta (Vachal, 1909)",1,"points"
"Monoeca pyropyga (Friese, 1925)",3,"points"
"Monoeca schrottkyi (Friese, 1902)",1,"points"
"Monoeca xanthopyga Harter-Marques, Cunha and Moure, 2001",97,"points"
"Morawitzia fuscescens Friese, 1902",1,"points"
"Morawitzia mandibularis Alfken, 1935",8,"points"
"Morawitzia panurgoides Friese, 1902",3,"points"
"Mourecotelles adesmiae (Toro and Cabezas, 1978)",14,"points"
"Mourecotelles aisen (Toro and Cabezas, 1978)",5,"points"
"Mourecotelles andinus (Ruiz, 1938)",27,"points"
"Mourecotelles atacama (Toro and Cabezas, 1978)",2,"points"
"Mourecotelles basitarsalis (Toro and Cabezas, 1978)",7,"points"
"Mourecotelles boliviensis Toro and Cabezas, 1977",10,"points"
"Mourecotelles chillan Toro and Cabezas, 1977",9,"points"
"Mourecotelles enodis (Vachal, 1909)",6,"points"
"Mourecotelles fritzi (Toro and Cabezas, 1978)",14,"points"
